datetime,order_book_id,symbol,side,last_quantity,last_price,transaction_cost
2012-11-23 14:50:00,002516.XSHE,旷达科技,SELL,1400,7.96,16.14
2012-11-23 14:50:00,600510.XSHG,黑牡丹,BUY,500,5.81,5.00
2012-11-26 14:50:00,002485.XSHE,希努尔,SELL,200,7.23,6.45
2012-11-26 14:50:00,002516.XSHE,旷达科技,BUY,1200,7.83,5.00
2012-11-27 14:50:00,002485.XSHE,希努尔,SELL,500,6.73,8.36
2012-11-27 14:50:00,600510.XSHG,黑牡丹,SELL,300,5.44,6.63
2012-11-27 14:50:00,002516.XSHE,旷达科技,BUY,700,7.41,5.00
2012-11-27 14:50:00,601518.XSHG,吉林高速,SELL,100,2.31,5.23
2012-11-28 14:50:00,600510.XSHG,黑牡丹,SELL,800,5.29,9.23
2012-11-28 14:50:00,002516.XSHE,旷达科技,BUY,500,7.20,5.00
2012-11-28 14:50:00,000619.XSHE,海螺型材,BUY,100,7.60,5.00
2012-11-29 14:50:00,601518.XSHG,吉林高速,SELL,3200,2.37,12.58
2012-11-29 14:50:00,600382.XSHG,广东明珠,BUY,1300,5.77,5.00
2012-12-03 14:50:00,600510.XSHG,黑牡丹,SELL,600,5.36,8.22
2012-12-03 14:50:00,601518.XSHG,吉林高速,SELL,300,2.35,5.70
2012-12-03 14:50:00,002441.XSHE,众业达,BUY,100,10.70,5.00
2012-12-04 14:50:00,000619.XSHE,海螺型材,SELL,2300,7.47,22.19
2012-12-04 14:50:00,600510.XSHG,黑牡丹,SELL,400,5.47,7.19
2012-12-04 14:50:00,600987.XSHG,航民股份,BUY,2800,6.12,5.00
2012-12-05 14:50:00,600987.XSHG,航民股份,SELL,2600,6.33,21.45
2012-12-05 14:50:00,601518.XSHG,吉林高速,SELL,1000,2.46,7.46
2012-12-05 14:50:00,600382.XSHG,广东明珠,BUY,1600,6.10,5.00
2012-12-05 14:50:00,000619.XSHE,海螺型材,BUY,1800,7.95,5.00
2012-12-06 14:50:00,600382.XSHG,广东明珠,SELL,800,5.99,9.79
2012-12-06 14:50:00,600987.XSHG,航民股份,SELL,200,6.23,6.25
2012-12-06 14:50:00,000619.XSHE,海螺型材,BUY,400,7.97,5.00
2013-03-12 14:50:00,000619.XSHE,海螺型材,SELL,2200,8.96,24.70
2013-03-12 14:50:00,002441.XSHE,众业达,SELL,1200,14.36,22.23
2013-03-12 14:50:00,002516.XSHE,旷达科技,SELL,2400,8.33,24.99
2013-03-12 14:50:00,600382.XSHG,广东明珠,SELL,2100,7.50,20.75
2013-03-12 14:50:00,601518.XSHG,吉林高速,SELL,3200,2.61,13.34
2013-03-12 14:50:00,601799.XSHG,星宇股份,SELL,100,11.15,6.12
2013-03-12 14:50:00,600178.XSHG,东安动力,BUY,3400,6.13,5.00
2013-03-12 14:50:00,600510.XSHG,黑牡丹,BUY,3000,6.49,5.00
2013-03-12 14:50:00,000926.XSHE,福星股份,BUY,2700,7.81,5.06
2013-03-12 14:50:00,600270.XSHG,外运发展,BUY,2800,7.38,5.00
2013-03-12 14:50:00,601718.XSHG,际华集团,BUY,900,2.97,5.00
2013-03-13 14:50:00,002441.XSHE,众业达,SELL,400,14.15,10.66
2013-03-13 14:50:00,601718.XSHG,际华集团,SELL,900,2.92,7.62
2013-03-13 14:50:00,000619.XSHE,海螺型材,BUY,900,8.88,5.00
2013-03-14 14:50:00,600270.XSHG,外运发展,SELL,2000,7.17,19.35
2013-03-14 14:50:00,000619.XSHE,海螺型材,BUY,1400,8.87,5.00
2013-03-14 14:50:00,600510.XSHG,黑牡丹,BUY,200,6.32,5.00
2013-03-15 14:50:00,600270.XSHG,外运发展,SELL,800,7.35,10.88
2013-03-18 14:50:00,600510.XSHG,黑牡丹,BUY,100,6.21,5.00
2013-03-19 14:50:00,000926.XSHE,福星股份,SELL,2700,7.72,25.85
2013-03-19 14:50:00,600510.XSHG,黑牡丹,SELL,3300,6.37,26.06
2013-03-19 14:50:00,002516.XSHE,旷达科技,BUY,1900,8.24,5.00
2013-03-19 14:50:00,601799.XSHG,星宇股份,BUY,100,10.98,5.00
2013-03-19 14:50:00,601518.XSHG,吉林高速,BUY,7100,2.56,5.00
2013-03-20 14:50:00,000619.XSHE,海螺型材,SELL,2300,9.20,26.25
2013-03-20 14:50:00,002516.XSHE,旷达科技,SELL,1900,8.29,20.75
2013-03-20 14:50:00,601518.XSHG,吉林高速,SELL,7100,2.58,23.30
2013-03-20 14:50:00,600178.XSHG,东安动力,SELL,200,6.74,6.35
2013-03-20 14:50:00,002521.XSHE,齐峰新材,BUY,1300,15.71,5.00
2013-03-20 14:50:00,600510.XSHG,黑牡丹,BUY,3200,6.57,5.05
2013-03-20 14:50:00,000926.XSHE,福星股份,BUY,2600,7.96,5.00
2013-03-21 14:50:00,002521.XSHE,齐峰新材,SELL,1300,15.52,25.18
2013-03-21 14:50:00,600178.XSHG,东安动力,SELL,200,7.28,6.46
2013-03-21 14:50:00,600510.XSHG,黑牡丹,BUY,100,6.48,5.00
2013-03-21 14:50:00,000926.XSHE,福星股份,BUY,100,7.90,5.00
2013-03-21 14:50:00,600270.XSHG,外运发展,BUY,2700,7.82,5.07
2013-03-25 14:50:00,600178.XSHG,东安动力,SELL,3000,7.23,26.91
2013-03-25 14:50:00,600270.XSHG,外运发展,BUY,100,7.71,5.00
2013-03-25 14:50:00,601718.XSHG,际华集团,BUY,7100,3.03,5.15
2013-03-26 14:50:00,600510.XSHG,黑牡丹,BUY,100,6.28,5.00
2013-03-28 14:50:00,601718.XSHG,际华集团,SELL,7100,2.90,25.56
2013-03-28 14:50:00,002521.XSHE,齐峰新材,BUY,300,14.94,5.00
2013-03-28 14:50:00,600510.XSHG,黑牡丹,SELL,100,6.50,5.65
2013-03-29 14:50:00,000926.XSHE,福星股份,SELL,200,7.67,6.53
2013-03-29 14:50:00,600270.XSHG,外运发展,SELL,2800,7.42,25.78
2013-03-29 14:50:00,600510.XSHG,黑牡丹,SELL,3300,6.62,27.08
2013-03-29 14:50:00,601518.XSHG,吉林高速,BUY,800,2.51,5.00
2013-03-29 14:50:00,002521.XSHE,齐峰新材,BUY,1100,14.64,5.00
2013-03-29 14:50:00,000619.XSHE,海螺型材,BUY,2400,8.65,5.00
2013-04-01 14:50:00,000926.XSHE,福星股份,SELL,2500,7.79,24.48
2013-04-01 14:50:00,002516.XSHE,旷达科技,BUY,2500,8.15,5.00
2013-04-02 14:50:00,000619.XSHE,海螺型材,SELL,500,8.64,9.32
2013-04-02 14:50:00,002516.XSHE,旷达科技,SELL,2500,8.03,25.07
2013-04-02 14:50:00,002521.XSHE,齐峰新材,SELL,1400,14.53,25.34
2013-04-02 14:50:00,600551.XSHG,时代出版,BUY,700,9.21,5.00
2013-04-02 14:50:00,000926.XSHE,福星股份,BUY,2600,7.95,5.00
2013-04-02 14:50:00,600270.XSHG,外运发展,BUY,2700,7.62,5.00
2013-04-03 14:50:00,000619.XSHE,海螺型材,SELL,1900,8.43,21.01
2013-04-03 14:50:00,601518.XSHG,吉林高速,BUY,2600,2.52,5.00
2013-04-03 14:50:00,600551.XSHG,时代出版,BUY,100,9.00,5.00
2013-04-08 14:50:00,000926.XSHE,福星股份,SELL,2600,7.79,25.26
2013-04-08 14:50:00,600270.XSHG,外运发展,SELL,2700,7.25,24.58
2013-04-08 14:50:00,002516.XSHE,旷达科技,BUY,200,8.01,5.00
2013-04-08 14:50:00,601518.XSHG,吉林高速,BUY,100,2.51,5.00
2013-04-08 14:50:00,600178.XSHG,东安动力,BUY,3000,6.69,5.00
2013-04-08 14:50:00,600551.XSHG,时代出版,BUY,1000,8.97,5.00
2013-04-09 14:50:00,002516.XSHE,旷达科技,SELL,200,8.08,6.62
2013-04-09 14:50:00,300040.XSHE,九洲电气,BUY,1300,14.99,5.00
2013-04-09 14:50:00,600551.XSHG,时代出版,BUY,400,9.07,5.00
2013-04-10 14:50:00,300040.XSHE,九洲电气,SELL,1300,14.68,24.08
2013-04-10 14:50:00,600178.XSHG,东安动力,BUY,100,6.51,5.00
2013-04-10 14:50:00,601518.XSHG,吉林高速,BUY,4200,2.54,5.00
2013-04-10 14:50:00,600270.XSHG,外运发展,BUY,2500,7.46,5.00
2013-04-11 14:50:00,600270.XSHG,外运发展,BUY,200,7.38,5.00
2013-04-15 14:50:00,600270.XSHG,外运发展,SELL,600,7.21,9.33
2013-04-15 14:50:00,300040.XSHE,九洲电气,BUY,700,13.95,5.00
2013-04-15 14:50:00,601518.XSHG,吉林高速,BUY,200,2.48,5.00
2013-04-16 14:50:00,600270.XSHG,外运发展,SELL,100,7.26,5.73
2013-04-16 14:50:00,600551.XSHG,时代出版,SELL,1200,9.03,15.84
2013-04-16 14:50:00,601518.XSHG,吉林高速,SELL,500,2.48,6.24
2013-04-16 14:50:00,300040.XSHE,九洲电气,BUY,700,14.02,5.00
2013-04-16 14:50:00,002441.XSHE,众业达,BUY,200,13.05,5.00
2013-04-17 14:50:00,002441.XSHE,众业达,SELL,200,13.08,7.62
2013-04-17 14:50:00,600270.XSHG,外运发展,SELL,2000,7.31,19.63
2013-04-18 14:50:00,300040.XSHE,九洲电气,SELL,1400,15.51,26.93
2013-04-18 14:50:00,600178.XSHG,东安动力,BUY,200,6.11,5.00
2013-04-18 14:50:00,601518.XSHG,吉林高速,BUY,700,2.51,5.00
2013-04-18 14:50:00,600551.XSHG,时代出版,BUY,300,9.24,5.00
2013-04-19 14:50:00,600551.XSHG,时代出版,SELL,1300,9.25,17.03
2013-04-19 14:50:00,600573.XSHG,惠泉啤酒,BUY,3200,5.90,5.00
2013-04-19 14:50:00,002516.XSHE,旷达科技,BUY,800,8.02,5.00
2013-04-22 14:50:00,002516.XSHE,旷达科技,SELL,500,7.92,8.96
2013-04-22 14:50:00,600573.XSHG,惠泉啤酒,BUY,300,5.86,5.00
2013-04-22 14:50:00,600551.XSHG,时代出版,BUY,1300,9.32,5.00
2013-04-23 14:50:00,600551.XSHG,时代出版,SELL,900,8.95,13.05
2013-04-23 14:50:00,000821.XSHE,京山轻机,BUY,4700,4.05,5.00
2013-04-24 14:50:00,600178.XSHG,东安动力,SELL,3300,5.95,24.64
2013-04-24 14:50:00,600551.XSHG,时代出版,SELL,400,9.26,8.71
2013-04-24 14:50:00,601518.XSHG,吉林高速,SELL,8100,2.48,25.07
2013-04-24 14:50:00,601799.XSHG,星宇股份,SELL,1900,11.36,26.77
2013-04-24 14:50:00,000821.XSHE,京山轻机,BUY,100,4.25,5.00
2013-04-24 14:50:00,300094.XSHE,国联水产,BUY,3800,5.38,5.00
2013-04-24 14:50:00,002516.XSHE,旷达科技,BUY,500,7.90,5.00
2013-04-24 14:50:00,002394.XSHE,联发股份,BUY,300,11.65,5.00
2013-04-25 14:50:00,002516.XSHE,旷达科技,BUY,1800,7.82,5.00
2013-04-26 14:50:00,002394.XSHE,联发股份,BUY,1400,11.58,5.00
2013-05-02 14:50:00,002394.XSHE,联发股份,SELL,100,11.72,6.17
2013-05-02 14:50:00,600573.XSHG,惠泉啤酒,BUY,100,5.68,5.00
2013-05-02 14:50:00,300040.XSHE,九洲电气,BUY,400,14.21,5.00
2013-05-03 14:50:00,002394.XSHE,联发股份,SELL,1600,11.81,23.90
2013-05-03 14:50:00,300094.XSHE,国联水产,SELL,100,5.54,5.55
2013-05-03 14:50:00,300040.XSHE,九洲电气,BUY,1000,14.33,5.00
2013-05-06 14:50:00,000821.XSHE,京山轻机,BUY,100,4.23,5.00
2013-05-09 14:50:00,002516.XSHE,旷达科技,SELL,2600,7.94,25.64
2013-05-09 14:50:00,300040.XSHE,九洲电气,SELL,1400,15.05,26.13
2013-05-09 14:50:00,000821.XSHE,京山轻机,BUY,100,4.24,5.00
2013-05-09 14:50:00,300094.XSHE,国联水产,SELL,100,5.98,5.60
2013-05-09 14:50:00,600270.XSHG,外运发展,BUY,1300,7.19,5.00
2013-05-10 14:50:00,600270.XSHG,外运发展,SELL,600,7.15,9.29
2013-05-10 14:50:00,002516.XSHE,旷达科技,BUY,1200,8.19,5.00
2013-05-10 14:50:00,002394.XSHE,联发股份,BUY,1700,11.96,5.00
2013-05-13 14:50:00,002516.XSHE,旷达科技,SELL,100,8.06,5.81
2013-05-13 14:50:00,600270.XSHG,外运发展,BUY,1100,7.24,5.00
2013-05-14 14:50:00,002516.XSHE,旷达科技,SELL,700,7.90,10.53
2013-05-14 14:50:00,300094.XSHE,国联水产,SELL,200,6.35,6.27
2013-05-15 14:50:00,300094.XSHE,国联水产,SELL,3400,6.58,27.73
2013-05-15 14:50:00,600270.XSHG,外运发展,SELL,200,7.08,6.42
2013-05-15 14:50:00,000821.XSHE,京山轻机,BUY,100,4.21,5.00
2013-05-15 14:50:00,002516.XSHE,旷达科技,BUY,2200,8.02,5.00
2013-05-15 14:50:00,601799.XSHG,星宇股份,BUY,1400,12.09,5.00
2013-05-16 14:50:00,601799.XSHG,星宇股份,SELL,1400,12.25,22.15
2013-05-16 14:50:00,600270.XSHG,外运发展,BUY,1300,7.27,5.00
2013-06-06 14:50:00,002516.XSHE,旷达科技,SELL,2600,8.16,26.30
2013-06-06 14:50:00,600573.XSHG,惠泉啤酒,SELL,3600,6.35,28.34
2013-06-06 14:50:00,000821.XSHE,京山轻机,BUY,200,4.23,5.00
2013-06-06 14:50:00,300094.XSHE,国联水产,BUY,3300,5.99,5.00
2013-06-06 14:50:00,002394.XSHE,联发股份,BUY,100,12.04,5.00
2013-06-06 14:50:00,600270.XSHG,外运发展,SELL,100,8.26,5.83
2013-06-06 14:50:00,601718.XSHG,际华集团,BUY,7600,2.94,5.37
2013-06-07 14:50:00,601718.XSHG,际华集团,SELL,7600,2.88,27.10
2013-06-07 14:50:00,300094.XSHE,国联水产,BUY,400,5.89,5.00
2013-06-07 14:50:00,600106.XSHG,重庆路桥,BUY,6400,3.44,5.28
2013-06-13 14:50:00,600106.XSHG,重庆路桥,SELL,3700,3.38,17.52
2013-06-13 14:50:00,600270.XSHG,外运发展,SELL,2800,7.74,26.88
2013-06-13 14:50:00,000821.XSHE,京山轻机,BUY,100,3.95,5.00
2013-06-13 14:50:00,300040.XSHE,九洲电气,BUY,3300,6.42,5.09
2013-06-13 14:50:00,002516.XSHE,旷达科技,BUY,2500,7.73,5.00
2013-06-14 14:50:00,600106.XSHG,重庆路桥,SELL,2300,3.39,12.80
2013-06-14 14:50:00,300040.XSHE,九洲电气,BUY,100,6.34,5.00
2013-06-14 14:50:00,002516.XSHE,旷达科技,BUY,300,7.72,5.00
2013-06-17 14:50:00,600106.XSHG,重庆路桥,SELL,400,3.39,6.36
2013-06-18 14:50:00,300040.XSHE,九洲电气,BUY,100,6.04,5.00
2013-06-19 14:50:00,300094.XSHE,国联水产,SELL,100,5.97,5.60
2013-06-21 14:50:00,002394.XSHE,联发股份,SELL,200,11.20,7.24
2013-06-21 14:50:00,000821.XSHE,京山轻机,BUY,100,3.80,5.00
2013-06-21 14:50:00,600573.XSHG,惠泉啤酒,BUY,1200,6.26,5.00
2013-06-24 14:50:00,600573.XSHG,惠泉啤酒,SELL,1200,5.74,11.89
2013-06-24 14:50:00,600382.XSHG,广东明珠,BUY,1100,6.03,5.00
2013-06-25 14:50:00,002394.XSHE,联发股份,SELL,1600,10.53,21.84
2013-06-25 14:50:00,600382.XSHG,广东明珠,SELL,100,5.85,5.59
2013-06-25 14:50:00,600573.XSHG,惠泉啤酒,BUY,1900,5.49,5.00
2013-06-25 14:50:00,300040.XSHE,九洲电气,BUY,100,5.31,5.00
2013-06-25 14:50:00,002516.XSHE,旷达科技,SELL,100,7.14,5.71
2013-06-25 14:50:00,300094.XSHE,国联水产,BUY,100,5.17,5.00
2013-06-26 14:50:00,600382.XSHG,广东明珠,SELL,200,5.90,6.18
2013-06-26 14:50:00,600573.XSHG,惠泉啤酒,BUY,1600,5.39,5.00
2013-06-27 14:50:00,600382.XSHG,广东明珠,SELL,800,5.85,9.68
2013-06-28 14:50:00,300094.XSHE,国联水产,SELL,1700,5.04,13.58
2013-06-28 14:50:00,300040.XSHE,九洲电气,BUY,100,5.00,5.00
2013-06-28 14:50:00,600353.XSHG,旭光股份,BUY,2500,5.12,5.00
2013-07-01 14:50:00,300094.XSHE,国联水产,SELL,2000,5.09,15.19
2013-07-01 14:50:00,600353.XSHG,旭光股份,BUY,1000,5.33,5.00
2013-07-02 14:50:00,600353.XSHG,旭光股份,SELL,500,5.33,7.67
2013-07-02 14:50:00,000821.XSHE,京山轻机,SELL,100,3.61,5.36
2013-07-02 14:50:00,600573.XSHG,惠泉啤酒,BUY,100,5.37,5.00
2013-07-02 14:50:00,300094.XSHE,国联水产,BUY,1400,5.18,5.00
2013-07-03 14:50:00,600353.XSHG,旭光股份,SELL,3000,5.27,20.82
2013-07-03 14:50:00,000821.XSHE,京山轻机,SELL,300,3.78,6.13
2013-07-03 14:50:00,300094.XSHE,国联水产,BUY,300,5.10,5.00
2013-07-05 14:50:00,002516.XSHE,旷达科技,SELL,100,7.46,5.75
2013-07-08 14:50:00,300040.XSHE,九洲电气,BUY,200,4.77,5.00
2013-07-08 14:50:00,300094.XSHE,国联水产,BUY,200,4.94,5.00
2013-07-09 14:50:00,002516.XSHE,旷达科技,SELL,200,7.33,6.47
2013-07-09 14:50:00,300040.XSHE,九洲电气,BUY,100,4.71,5.00
2013-07-09 14:50:00,002054.XSHE,德美化工,BUY,2300,5.57,5.00
2013-07-10 14:50:00,002516.XSHE,旷达科技,SELL,2400,7.46,22.91
2013-07-10 14:50:00,300094.XSHE,国联水产,BUY,300,5.15,5.00
2013-07-10 14:50:00,002054.XSHE,德美化工,BUY,1000,5.76,5.00
2013-07-11 14:50:00,300040.XSHE,九洲电气,SELL,100,5.14,5.51
2013-07-11 14:50:00,300094.XSHE,国联水产,BUY,1500,5.34,5.00
2013-07-12 14:50:00,000821.XSHE,京山轻机,BUY,100,3.78,5.00
2013-07-15 14:50:00,000821.XSHE,京山轻机,BUY,100,3.72,5.00
2013-07-15 14:50:00,300094.XSHE,国联水产,SELL,100,5.54,5.55
2013-07-16 14:50:00,300094.XSHE,国联水产,SELL,3600,5.55,24.99
2013-07-16 14:50:00,002516.XSHE,旷达科技,BUY,1200,7.72,5.00
2013-07-17 14:50:00,002516.XSHE,旷达科技,BUY,500,7.58,5.00
2013-07-18 14:50:00,002054.XSHE,德美化工,SELL,1400,5.81,13.14
2013-07-18 14:50:00,600573.XSHG,惠泉啤酒,BUY,100,5.33,5.00
2013-07-18 14:50:00,300040.XSHE,九洲电气,SELL,100,5.18,5.52
2013-07-18 14:50:00,002516.XSHE,旷达科技,BUY,800,7.71,5.00
2013-07-19 14:50:00,002516.XSHE,旷达科技,SELL,700,7.85,10.50
2013-07-19 14:50:00,000821.XSHE,京山轻机,BUY,100,3.58,5.00
2013-07-19 14:50:00,002054.XSHE,德美化工,BUY,1500,5.73,5.00
2013-07-19 14:50:00,300094.XSHE,国联水产,BUY,1100,5.40,5.00
2013-07-22 14:50:00,002516.XSHE,旷达科技,SELL,700,7.72,10.40
2013-07-22 14:50:00,300094.XSHE,国联水产,BUY,1900,5.43,5.00
2013-07-23 14:50:00,002516.XSHE,旷达科技,SELL,1100,7.87,13.66
2013-07-23 14:50:00,000821.XSHE,京山轻机,BUY,100,3.64,5.00
2013-07-23 14:50:00,300040.XSHE,九洲电气,SELL,200,5.62,6.12
2013-07-24 14:50:00,000821.XSHE,京山轻机,BUY,100,3.63,5.00
2013-07-24 14:50:00,600573.XSHG,惠泉啤酒,BUY,100,5.34,5.00
2013-07-24 14:50:00,300040.XSHE,九洲电气,SELL,100,5.91,5.59
2013-07-24 14:50:00,300094.XSHE,国联水产,BUY,100,5.56,5.00
2013-07-25 14:50:00,300094.XSHE,国联水产,BUY,400,5.70,5.00
2013-07-26 14:50:00,000821.XSHE,京山轻机,BUY,100,3.57,5.00
2013-07-26 14:50:00,002054.XSHE,德美化工,SELL,100,6.15,5.61
2013-07-29 14:50:00,002054.XSHE,德美化工,SELL,1000,5.99,10.99
2013-07-29 14:50:00,300094.XSHE,国联水产,BUY,100,5.41,5.00
2013-07-29 14:50:00,002516.XSHE,旷达科技,BUY,600,7.69,5.00
2013-07-30 14:50:00,002054.XSHE,德美化工,SELL,2300,5.99,18.78
2013-07-30 14:50:00,300040.XSHE,九洲电气,BUY,100,5.47,5.00
2013-07-30 14:50:00,002516.XSHE,旷达科技,BUY,400,7.68,5.00
2013-07-31 14:50:00,300094.XSHE,国联水产,SELL,3600,5.71,25.56
2013-07-31 14:50:00,002516.XSHE,旷达科技,BUY,100,7.76,5.00
2013-07-31 14:50:00,002054.XSHE,德美化工,BUY,900,6.03,5.00
2013-08-01 14:50:00,002516.XSHE,旷达科技,BUY,300,8.00,5.00
2013-08-01 14:50:00,002054.XSHE,德美化工,BUY,2400,6.16,5.00
2013-08-02 14:50:00,300040.XSHE,九洲电气,SELL,100,5.86,5.59
2013-08-02 14:50:00,002516.XSHE,旷达科技,BUY,1100,8.02,5.00
2013-08-23 14:50:00,002054.XSHE,德美化工,SELL,700,6.89,9.82
2013-08-23 14:50:00,002516.XSHE,旷达科技,SELL,2000,8.33,21.66
2013-08-23 14:50:00,300040.XSHE,九洲电气,BUY,200,5.76,5.00
2013-08-23 14:50:00,600382.XSHG,广东明珠,BUY,800,6.60,5.00
